smoothed_wcli,smoothed_wlarge_event_1d,smoothed_wrestaurant_1d,smoothed_wspent_time_1d,smoothed_wwork_outside_home_1d,smoothed_wothers_masked,smoothed_wcovid_vaccinated,smoothed_wtested_positive_14d
1.2195378,9.92291,16.1974755,35.5157194,32.4616907,78.8893875,7.0601133,22.0801245
1.0875394,8.863545,14.6624242,32.6378712,27.5860344,70.8505972,7.7514511,21.94554
0.8261651,7.3085078,13.5265796,31.2928241,26.8645975,89.7212149,5.5930574,14.6002558
1.6392552,11.4627005,15.4686304,33.0506444,28.2321331,54.5317554,4.3661931,32.0436441
0.8895624,4.7116798,10.7627378,28.7673789,23.3443973,88.365394,6.1083082,14.0814464
1.3118909,4.266683,12.6695517,30.494813,26.7098481,92.1095786,5.8371163,15.1603817
0.42596,2.6591655,5.5122644,21.6547047,18.7925304,96.3319887,4.4734295,9.5113925
1.0612848140450895,7.279319406687321,13.280292648257165,29.540826334495225,31.864066317221795,82.04640820843807,5.1916347,13.6945376
0.8697208,4.1682433,10.0529304,24.5428797,24.7160634,96.1184374,6.8585765,8.3333137
0.3847604,3.6763388,8.7085839,26.1167591,25.3082047,94.5483754,4.7780035,13.8556228
0.6993639,3.0520122,7.8068792,22.6496599,21.7875295,95.4025825,2.5384028,6.3918895
1.1955032,4.6103538,9.5347148,27.0403224,27.3868531,94.874972,5.4955195,17.9636196
0.8515077,8.2869726,6.8113082,34.698908,27.7977449,76.8837037,4.8252258,15.2715046
0.7782544,5.211135,5.7615302,31.7342233,22.6381016,91.818988,4.3208556,13.9566759
0.9438871,5.482793,4.8966156,28.7106493,25.8848114,88.9914103,6.2083014,18.5661089
0.6620834,10.1159004,9.0328165,38.2535071,33.2957184,77.7960902,6.5223806,8.886789
2.5779136,11.5636442,15.312012,34.754773,29.6037029,66.2771208,4.4234982,35.4813471
1.4958029,12.5857938,18.8126097,34.7733272,30.4696594,49.6224379,6.0393329,28.4760906
1.689369,10.6177357,20.5003605,36.6725805,31.1356826,57.7369217,8.9424043,18.0079999
1.1377848,13.8588245,22.1116594,37.7910451,38.0593187,62.057315,7.0001944,21.4889494
1.828278,7.1155511,14.982912,25.3465258,25.2568814,89.8392217,5.2398598,26.42866
0.9505839,6.6970519,13.1850425,23.9615662,28.6683849,87.4426388,5.1233123,18.8009598
0.3101978,4.9682111,11.3488186,25.2088846,25.6165949,88.5287046,3.0012154,18.4752968
0.6473926,4.3963195,10.7456175,26.4337254,23.6318926,92.4375597,8.2384872,12.3057585
1.0210052,4.3924042,6.5326802,23.4219146,26.0371753,94.2555134,4.5786148,11.8143163
0.6592655,2.0802075,10.1583278,22.1533505,23.64832,92.9262885,3.3627437,19.4261802
0.8101477,4.0324963,9.3091055,28.2958668,20.845091,91.7564262,4.3680847,13.8064417
1.5350171,9.652545,9.4094145,30.256096,28.38934,80.3033326,6.796221,16.5480671
1.0423481,5.873225,10.674204,30.5132344,27.5698987,88.7682572,6.3070285,17.1970512
1.3244771,3.4269383,3.3376856,16.1582734,24.2558338,87.4184559,3.5788671,12.3132545
1.0506312,4.8855143,6.7429469,31.8872632,26.2403928,92.3581842,5.7967857,12.1428964
0.707249,3.4858854,6.9463144,21.7098145,20.349431,87.2160099,3.5066898,6.2059683
0.7707338,3.9451303,9.328277,28.2218791,25.9599146,93.4844625,6.8629895,15.6728065
1.136184,5.8857547,9.4177603,26.8697814,21.796718,93.1809826,7.0620732,18.681237
0.2772063,3.1107195,8.842277,24.0193622,14.5586975,91.2955224,4.123819,3.6752347
1.1482072,2.6230166,8.3736535,28.7095052,26.2431738,93.9195965,8.4227062,15.6969198
1.290496,2.5731502,5.5122273,18.5930372,22.271476,91.0048584,0.8910405,9.4005925
2.3257897,2.8014009,8.0217665,22.5675869,23.5181049,92.3476049,4.8503556,30.2645682
1.1893841,3.4176449,7.985382,23.4399572,20.6901675,93.4510171,7.4039774,14.2899846
1.366193,7.9623412,15.7697468,32.2063062,28.2674669,71.1602616,4.3209703,21.1909961
0.9694594,4.5891623,16.5988924,31.0242765,25.667803,90.3991113,4.5652648,9.9727571
0.5089059,15.7010649,25.1451304,38.8755632,38.7325154,64.4413126,14.1686873,11.2062232
1.3951317,9.8382519,17.6728469,34.1273891,31.1814236,76.4791503,4.9215091,28.7844321
1.0234641,6.3877517,13.3538721,29.3995448,29.3846295,88.4607196,7.812479,27.270534
0.360422,7.5546785,15.6239688,31.5089324,27.2927207,83.8313052,4.0182761,20.9238787
2.3441629,12.5326497,18.8999317,33.6638885,31.8458221,46.1015857,9.1169306,30.392287
1.4570757,7.9108314,16.6876039,31.6622184,30.8719362,75.6992904,3.7412746,21.4254827
2.8235403,9.842991,19.689798,32.1913344,31.4585615,63.9497473,5.2484837,40.0063169
0.7627207,8.6843276,10.1211219,33.0053622,27.833498,84.6824936,4.6881246,13.5335642
1.6328046,9.5262503,10.5489114,33.7050106,27.8453123,71.1434961,5.3618348,23.9702124
1.0612848140450895,11.329429,18.0156228,37.3623956,25.6396076,94.6309144,,12.1298657
0.8223024,3.9097726,7.5075464,25.2280514,26.1454345,91.2246912,2.5178152,21.453603
2.2683276,9.1209405,12.7162371,31.1432361,26.7839981,68.7449773,4.0388147,22.0144193
2.5622165,8.7746379,17.4009196,31.3233827,28.6538884,61.4790615,2.3307874,37.1206931
1.8778165,16.2203294,21.1478244,38.8045616,34.1610161,46.8565657,8.4651449,21.2260973
2.0063699,12.1075102,19.4338604,34.2859732,29.8118239,44.703818,6.3591771,31.394126
1.9512242,7.4809345,12.9050024,26.5303448,29.1525393,84.4774553,5.9235989,22.1105747
1.9197852,13.0924661,17.4137224,34.2925624,28.8258309,61.6754389,7.684247,29.6863819
1.7559779,7.9798849,15.9970855,29.7366882,28.8463437,89.0474356,8.4745891,27.4363083
1.4400883,8.3491071,14.6119646,28.3451721,28.0160401,88.5151448,3.8955683,32.9845164
0.7584125,5.5359709,13.0259794,25.3242644,24.0013703,94.2470771,6.347414,15.2940178
1.3204365,9.4080896,15.1152491,28.3770607,27.7392824,84.2145556,6.3413304,20.3147982
1.7530045,10.3564241,15.9257792,30.5149439,29.1735767,91.7520078,11.7904711,29.2014316
1.5278975,8.7774435,16.2850631,27.3856283,26.4231058,85.8122196,6.8075902,27.7408328
0.7779074,6.0153119,14.0793464,27.631284,24.2618057,87.5279164,4.8125552,15.2926335
1.3817586,13.6551337,21.8145913,44.5608818,36.7235133,68.8107001,6.0323071,28.6060797
1.370238,8.073578,13.8717592,34.9366024,31.4544148,87.5192737,5.3241973,23.0616706
0.0,3.0273863,8.5794169,30.8802223,25.8893408,90.8993998,6.4758226,1.9535009
1.3654959,6.5524145,13.4426937,28.2508172,26.4544681,77.6866736,4.7411947,22.6547215
0.4016873,8.2213967,9.9513868,32.2816968,26.901175,84.4794577,6.7689809,13.2217725
0.3742072,2.9003452,7.217854,24.1539189,21.8844777,94.3350995,3.0239611,7.3754543
0.2196545,5.9176262,7.0179676,28.9456819,28.8106565,91.0752493,6.4582647,14.6676563
1.2607334,6.6441369,11.293914,30.9276397,27.1364804,73.184793,7.6205502,24.3808045
0.6304402,11.0597497,18.6233508,36.9938978,33.7994809,67.2600092,4.741254,16.1850908
0.363929,4.5553928,8.3784873,25.7509362,24.5020127,92.4868875,3.3915493,8.5228284
3.1928889,11.4403083,16.770287,32.9230019,30.816338,57.404725,2.7966902,30.5654057
0.4289444,8.7364315,11.5543366,30.6566268,32.8592522,68.9815463,21.1130849,10.8394331
1.3098514,6.7009223,16.0252491,31.4919871,24.8432703,65.3707668,4.502668,30.4321431
2.1643104,9.0023361,16.3538407,29.6652802,25.3622676,84.3249959,4.2609619,23.9857105
1.4862654,5.9617532,13.9022638,29.8323041,25.7940385,87.3042438,5.5277559,19.4479579
2.242396,10.1784504,15.2834181,32.2210794,29.714921,63.2419771,6.2817368,25.5936764
1.0011502,6.9326618,6.8763043,28.0411404,25.7647249,79.9419454,5.3759047,18.2875515
0.6512561,3.5548911,4.8827449,21.4540455,22.1021769,92.7190386,2.0858884,12.2638736
1.0340001,2.5150288,3.3197425,21.7143434,23.0954607,92.2761264,4.5931461,14.8373906
1.4493596,5.4006435,4.3536173,23.5408253,23.1795208,86.356302,3.4911293,33.638179
1.6163123,6.0782905,9.6911924,23.2688067,22.3102555,81.5846808,3.4661204,40.5386143
2.2466104,2.7986425,3.8554976,18.2311313,23.8616713,90.0036134,4.4810723,24.5873961
1.4120546,3.9643611,7.8308416,23.2274225,25.8610315,87.407343,3.7875973,20.8810086
1.8218541,5.1085305,7.0396871,21.8479903,21.8527975,88.4800321,2.1853975,25.8492999
2.1946366,4.0347734,4.9088644,21.2370498,25.115688,87.3417817,2.6851678,36.2095172
1.3841746,4.9145967,7.527508,25.163688,24.9456539,86.3546925,3.3240926,17.7066957
0.1494851,1.390952,4.0682185,21.35553,16.2689859,95.9133024,4.0962697,2.9621686
0.4804866,2.4763122,4.4788561,18.4547627,20.1576914,94.2941838,2.3013877,15.201014
0.4861378,2.1413533,4.2712979,18.5940178,20.9418065,92.3572529,2.8931541,14.9479561
1.2434475,3.2989608,2.2435606,22.5058393,20.3684273,91.2094135,2.8435331,15.3769548
1.9173247,4.0309714,3.9263788,21.1237432,25.8829687,91.2048443,2.9096895,23.1596373
1.1149037,7.5755457,14.7544335,29.5338808,28.5104514,71.6143686,7.1102615,13.2401206
1.0612848140450895,7.279319406687321,13.280292648257165,29.540826334495225,31.864066317221795,82.04640820843807,6.4173864,8.8251916
1.0904077,4.1070139,8.3460489,24.1308673,23.5797401,94.9657312,6.4242341,14.2465389
0.9892472,4.5856997,8.1227399,26.0531318,24.9742678,93.3709706,7.462853,14.7290987
0.9824178,5.3706939,10.0158063,26.7966695,27.6164752,91.9262325,6.8556729,15.1051
1.0612848140450895,7.279319406687321,13.280292648257165,29.540826334495225,31.864066317221795,82.04640820843807,4.3186024,12.5540565
0.3142564,5.0922768,9.4667943,26.0997115,26.2390913,90.7150798,3.3030605,11.3554663
1.7416778,11.2534649,19.1278188,34.0339273,26.354524,52.9287958,6.1936599,20.7242866
0.8281988,6.5584042,16.7226067,30.1653507,25.6398621,82.9813833,5.5710758,15.7130602
1.2488396,8.3761101,16.5068835,26.4566181,27.8766694,73.2197744,6.83643,31.2473381
0.8854547,10.1017889,18.6244576,31.3163254,27.0880175,79.1546184,4.5722988,26.1425414
1.5895376,11.9096313,23.880543,38.6368531,26.3811618,65.1320447,7.8912282,16.4726551
1.2107138,8.52676,14.4133612,23.8356719,26.7312412,84.3621258,2.6269688,20.3371346
1.3416572,8.1894178,17.4079059,29.2577238,29.3626567,81.5523533,5.4300736,20.7042118
1.1363829,10.9929445,22.1814033,33.2058168,28.6932172,75.4251168,6.2766817,17.1674709
2.4690037,11.1959432,17.5153914,30.1094705,30.9999345,48.9880674,4.6072041,30.0246895
1.0612848140450895,7.279319406687321,13.280292648257165,29.540826334495225,31.864066317221795,82.04640820843807,4.8994753,6.0521199
0.8385733,15.8700309,20.7752607,42.4119254,33.4377989,48.8944806,5.0583828,25.8235711
1.3712725,9.5244964,14.9055228,35.1113272,32.4545863,68.1391088,5.9661227,19.8879699
0.8230345,5.0726238,7.225362,25.5499263,26.5233435,91.8763999,5.2411654,12.5275917
1.300602,11.7695041,19.202931,35.9355467,36.2132409,66.8871837,5.7464699,23.519014
1.2762551,13.7721277,20.7768437,37.5352704,35.4271987,67.464971,7.8084109,19.3473902
1.6702724,11.9733899,18.1407287,35.2100851,35.164359,63.2112453,5.9351169,23.1605084
1.3006751,8.5849362,13.7881611,30.8173805,27.8124547,71.2233145,6.6768395,24.5347183
1.0842492,7.1695074,12.2489858,28.588764,28.9250171,89.3109803,5.8471827,12.3837073
1.4231612,11.0381403,15.6872265,33.6860269,30.4322209,54.5381862,5.1853696,31.3217375
0.8857351,4.2963911,10.9614058,27.7850157,25.6953297,87.6860417,6.670349,12.5541107
1.3255079,4.7759782,14.5338276,30.4112003,29.658568,90.5472765,7.0728009,17.5088915
0.3076098,2.7290095,5.3860906,20.7662275,19.5182939,96.1831786,4.2020291,7.9791335
1.0612848140450895,7.279319406687321,13.280292648257165,29.540826334495225,31.864066317221795,96.5776337,5.8467362,11.6631244
1.1272483,3.7585981,10.352732,24.0316872,26.3912509,96.3123348,6.2312216,7.0035291
0.6258724,3.6417272,9.275501,25.0112396,26.3365747,93.0517977,5.3535279,18.275614
0.7101577,2.6455896,7.3768619,22.9029846,23.0546414,95.6287723,2.9685241,7.5093471
1.2884734,3.8223249,9.4206442,26.9607858,28.5549689,94.9309794,5.6664776,18.9164828
0.7575023,9.0313887,7.5614173,33.6094216,29.2926758,75.7265917,5.5341689,16.3888657
0.7856807,4.7888071,5.0661197,30.0049147,24.9403169,91.2165825,6.2765961,13.5127916
0.7275445,5.5603047,4.2896853,27.8244187,26.0869917,88.5586855,4.629094,14.6032963
0.6806304,10.6886469,8.9582477,37.3326231,34.0724072,77.0983125,6.5649148,10.8741232
2.5328045,11.6044586,15.0133918,34.6185955,32.2489068,64.9630967,5.2031348,36.3231593
1.5556263,12.2049047,18.5744189,33.9845818,31.2506375,48.9766548,6.5486372,25.7620791
2.1969819,11.0665288,19.6350453,34.8862207,29.8506757,59.6856882,8.1717967,20.8758421
1.1255402,13.5060545,20.645492,36.6828563,37.8598053,61.2659873,7.3809157,22.6184108
1.8580556,6.2309214,14.8508332,24.774629,25.7998029,89.6360037,4.933755,28.2080256
1.0377452,5.6199174,12.7761338,25.702881,32.1978981,86.6309506,5.6564499,17.2740383
0.5848296,4.6910879,12.4835276,23.1297323,25.5371277,87.8164822,4.6726935,15.8554121
0.5940148,4.4466224,10.2843391,25.0830127,24.6258783,92.7558938,7.4712858,11.0613101
1.5137698,4.6722601,6.2697087,22.5640406,27.935245,94.0221544,4.9766523,10.8607323
0.6558825,1.6328585,9.0054261,20.9321654,24.2057367,93.1364595,3.1838008,18.3247363
1.0834717,3.825282,8.9327995,24.5177566,20.3645095,92.5447732,3.9564447,17.4191857
1.546509,8.8190525,8.8615669,28.6781675,28.1457453,79.5479646,5.1136536,16.0836724
1.045366,5.2458756,10.7642779,30.0859279,28.8503543,88.5440491,6.1169213,15.6370087
1.3945973,3.4246492,3.3203585,16.4660743,24.4902367,85.6026673,3.3892013,12.1295004
0.989653,4.4061701,6.4619363,29.7905896,26.0433486,93.4547931,8.2451708,14.4790241
0.6678008,3.7437325,6.2561625,20.475156,19.7952686,86.7879664,3.3324495,9.3539044
0.646065,3.8545783,8.0267744,26.3803265,26.1254266,94.4291889,5.8309736,17.9960255
0.2661604,2.7182108,7.9160579,21.2699952,16.1670337,91.5635231,4.2980906,3.8020669
1.205762,2.9064597,8.6060248,25.1982194,26.1577949,93.7398419,8.2096901,16.3361424
1.2725234,3.0190623,5.6113154,17.6628615,23.9532865,91.1602238,3.7071921,10.2397874
2.2860484,2.9521138,7.1731534,20.2543842,23.9406281,91.9452728,4.5252674,29.3832077
1.1945396,3.1782472,7.3266357,21.9475299,21.0958815,93.1325626,5.9206463,15.2383977
1.359436,7.5651598,15.3928027,31.9327189,29.4241738,71.6985044,4.911304,20.9807385
0.9620933,4.1545587,15.343854,29.1510816,26.4312032,89.6399543,4.2864061,8.6466448
1.4218081,9.8507918,17.2177094,33.8769093,32.9580437,76.8580079,4.9564563,27.9743076
0.9153486,6.4266134,13.7238294,28.8856403,31.3740897,88.3175591,8.6535263,25.3536956
0.4073206,7.9271181,15.7788587,31.8072015,30.072552,84.0183512,3.190361,23.3496182
2.1533515,12.577997,18.121243,32.6278363,30.492629,45.7013308,9.8701236,32.215725
1.3134873,8.4604838,16.7375268,32.7149655,32.7304797,76.1266931,5.2362794,25.1089693
3.3564762,8.3437063,18.943667,29.6921822,33.5389739,66.3613943,6.7753192,41.9538244
0.8791559,7.3917637,9.1344972,30.882786,28.355374,84.8443828,5.0253559,11.1923559
1.6777464,8.8200581,11.0510771,33.6766303,28.3076391,70.7057211,5.5254538,23.6598701
1.0612848140450895,10.8581094,15.6009442,35.2539739,23.1016824,92.1951248,6.1908604,13.3365193
0.7335893,3.7616039,6.9276279,25.675024,26.8238412,91.7750056,5.0478925,19.9657024
2.1871534,9.1230659,12.8616882,30.4926263,28.4028116,67.9248594,3.7810608,23.6775085
3.1344007,8.9605619,16.4193725,28.9048406,28.0850073,60.1684644,3.4864538,42.638737
1.5841412,5.6460121,15.3943044,29.3180549,29.2151114,81.8850477,1.5754759,14.810659
1.2725241,14.0135483,19.9111532,36.494381,31.8940992,46.6588585,11.0887816,24.9090353
1.9463255,11.2360467,18.7302973,32.4932609,30.7991583,46.2642228,7.6718137,31.0936208
2.0157934,7.4167558,12.6027719,26.6258061,30.4811459,84.0452322,5.9904135,17.3494537
1.8265265,12.928518,17.1690178,33.9478979,29.8615797,62.6954701,7.4922822,30.8813787
1.8250425,7.4968761,16.3170702,28.6824558,31.1365397,89.3315358,8.2391012,30.6494187
1.2771594,7.705007,13.3103996,26.5304072,28.8281373,87.9206075,4.7591494,32.9942172
0.8518828,6.237741,13.8057887,24.7796154,26.0352297,93.4898317,5.9962355,16.7208227
1.4994116,9.3927615,15.2462092,28.0501693,29.5890896,83.5556595,6.072713,20.3360561
1.7763029,9.3487427,15.0293574,29.2210466,29.5779076,92.7054218,13.0675711,31.1064732
1.5013991,8.4152109,15.6491246,26.9213804,30.0184684,86.3707606,7.0330143,26.5389175
1.084634,6.4217305,14.1630906,27.3733835,25.5675676,86.9012268,5.2509711,18.7040292
1.9472251,12.6257499,22.3156249,43.2831882,35.856306,70.2067911,5.3690985,27.1698971
0.0362198,2.5465685,8.2930556,28.2978555,23.8792691,89.6322942,5.6246789,2.1837322
1.4566561,6.7912969,13.2303445,28.5670732,27.7400967,77.3908538,5.8991506,23.8137758
0.4864551,7.6681598,10.1647676,30.4115339,29.0465108,84.4332239,7.9940972,13.2827453
0.3671798,2.8172303,7.0812905,22.8997677,24.1990792,94.7182269,3.4582274,6.4913634
0.203296,5.8688451,7.0542244,28.2468634,30.4561769,91.3266993,6.3774206,16.4865943
1.3412833,6.064245,11.0553829,31.1732385,29.0039695,72.5686215,7.7091898,24.0673302
0.7430724,10.9755439,17.9892481,37.1195737,34.6735536,67.6895816,4.8762019,16.2098854
0.5316652,4.2329238,8.5906215,26.3250261,26.3756401,92.3524325,5.0115437,7.6572471
3.1608198,12.0319334,17.2300852,32.2956204,33.7906776,55.7699963,3.8907388,32.0796782
0.7066463,8.5526767,13.0995735,30.5301902,34.6272538,69.3673471,20.5112845,11.8115334
1.8212317,5.5306868,15.4900453,30.499353,23.4947236,67.1141214,5.6533384,29.5949517
2.0190443,8.5451757,16.7322963,29.4262611,27.0661184,83.8768657,4.1949749,22.4387349
1.4698545,5.5332662,13.9196094,29.5454887,27.1882188,86.628917,5.6284056,20.7459696
2.0668963,10.4165777,15.8917699,32.5467601,32.3498039,64.7123163,6.1796119,26.9892663
1.2773244,6.5289299,6.5317377,28.9227556,27.8206243,79.1541243,5.9223954,17.6574185
0.8283385,2.9829761,4.2078874,20.1027768,22.7614849,91.6442017,1.91773,15.3420639
0.8499894,2.4536537,3.3863782,20.5097026,24.1373811,92.1213085,4.6818417,13.767624
1.513162,5.350317,4.546547,24.1689658,26.0735254,86.5207182,3.8567114,33.1353285
1.6646363,5.2775225,8.9986245,23.4177135,23.6190863,82.2335885,3.87572,37.0466649
2.3634746,2.6581114,3.8177248,18.1143789,25.5627513,89.8153923,4.1216118,26.3944347
1.4108558,3.5787643,7.3197881,22.5608402,26.1041642,87.0440111,3.7527837,22.4092869
1.6539587,5.0580949,6.5227682,21.8232968,22.7500315,88.2155392,2.2950884,28.2211767
1.8403598,3.8717535,5.5107837,21.3255745,26.7348156,88.4542964,2.804086,33.4656937
1.3323029,4.6135655,7.5558205,23.9939109,25.5942073,85.9950838,3.2555035,18.8399472
0.1307989,1.2737815,3.7779554,20.018224,17.8376353,96.27387,4.4294849,3.466246
0.5423288,1.637659,4.6783704,16.7175002,22.4907101,94.0600136,2.4161508,15.5249407
0.6330218,2.0911163,4.4353346,18.1694733,21.5436767,92.9852591,3.883666,14.3915813
1.855274,3.948021,3.712283,20.816305,25.4227103,91.5761349,2.3979836,24.2137957
1.2008151,8.3133248,16.8036281,30.9431765,29.9331182,73.8168643,7.8506619,13.6863606
1.0612848140450895,7.279319406687321,13.280292648257165,29.540826334495225,31.864066317221795,82.04640820843807,5.7814223,9.1088277
1.1768202,4.3047683,9.2282178,23.7476002,24.9407329,94.931341,7.8794997,14.3097462
1.1466701,4.1068502,8.2469918,24.9753503,27.5883767,93.2329773,7.1708056,14.3131632
0.9242216,5.7571398,10.7403209,27.6970568,29.4294994,91.6647516,7.4107015,13.6890436
1.0612848140450895,7.279319406687321,13.280292648257165,29.540826334495225,31.864066317221795,82.04640820843807,,12.7011514
0.2741166,4.2568254,9.7635613,24.0992587,27.1898043,90.9681545,4.4611941,10.5767607
1.9526283,11.8084265,19.3643899,33.7658032,28.1835419,53.7261916,7.0830086,20.7156115
0.7884901,7.3282263,17.0081682,31.0542076,27.9736538,82.5760087,6.6327324,18.9835335
0.9767811,8.0356364,17.7554089,27.0827368,31.1476035,73.2720532,6.3446516,32.5159993
0.8495572,9.4914235,18.2144102,30.5693546,29.2760019,78.250325,4.8247875,23.7530266
1.3843587,11.3957099,23.6657981,36.2860057,27.2114579,64.525261,6.7205059,17.5289555
1.6900518,7.4621318,14.1573479,23.0944315,27.8980097,83.9623076,3.6901097,24.7624581
1.170088,7.8695842,18.6411869,29.7345164,32.3567634,81.0901834,5.7042243,21.7064315
1.3122023,10.5658354,21.9412259,33.5533809,29.9199011,76.7356123,7.6224476,17.7800856
2.4924434,10.9264507,17.6913722,29.1584636,32.6450676,49.3664474,4.5033659,28.9639374
1.0612848140450895,7.279319406687321,13.280292648257165,29.540826334495225,31.864066317221795,82.04640820843807,5.9852168,6.104342
0.8618536,16.2837008,20.7869477,43.7260251,37.2640475,50.1241343,5.8143797,27.2212889
1.3521144,9.0801179,15.0419747,34.6588116,33.953913,68.3731873,6.3845515,19.5616328
0.8157073,4.9930749,7.3689204,25.2323835,28.1708824,91.7302844,5.4671937,14.8964075
0.9901658,4.1760612,7.9966724,25.3791292,27.7788255,92.1465754,9.3017851,17.3002558
1.2834013,12.3230875,19.5403693,36.4467948,38.1480306,66.1640023,5.6734629,24.7900912
1.2566065,12.98291,19.8905312,36.577915,37.2079547,67.1291696,8.1923963,19.276733
1.6681281,11.5265583,17.2928031,34.2889683,36.9171409,65.1055117,6.2148643,24.9291521
1.7706012,9.2147041,16.8204569,34.3366762,38.5702857,77.6968375,7.6437208,18.4823298
1.397958,8.7096854,13.6853391,30.4593065,29.4380996,71.4419032,6.8712211,26.1723928
1.0118052,6.8358736,11.5304265,28.0348186,30.6379837,88.703296,5.9023587,12.9253426
1.3897081,10.405712,15.5700524,33.4290469,32.4169241,54.3262203,5.4047879,29.9666009
0.9786477,4.043895,11.984815,28.1195323,29.0382865,88.3633254,6.0021202,13.9293504
