smoothed_wshop_1d,smoothed_wwork_outside_home_1d,smoothed_wspent_time_1d,smoothed_wrestaurant_1d,smoothed_wlarge_event_1d,smoothed_wvaccine_likely_friends,smoothed_wcovid_vaccinated
52.2025917,39.4920504,34.4676413,16.8368515,8.0378944,39.8087862,11.4669772
48.0975868,30.0909109,30.5523688,13.5922242,9.0880702,30.4554426,7.0135404
53.0951712,37.51567,32.2346655,15.137432,8.3525415,35.3949481,6.1766759
46.8708568,32.0715464,29.3352402,11.9799766,7.0342255,33.4260654,6.1665853
47.5373215,29.0108152,30.1428601,17.3021926,6.5191396,34.6159675,6.8595468
51.934565,33.5130973,32.7882962,15.2013985,10.6343686,30.3693432,5.5066902
51.7767365,36.2053469,32.6573227,22.8440773,11.502487,22.7352382,10.9977555
44.2021242,32.8406955,28.1042731,13.3349396,10.6302158,30.7734275,15.9241142
51.5971554,34.0647983,32.8676671,16.3888543,12.2603496,34.66294,3.6485576
48.3282561,31.7509739,32.2438574,16.0967114,8.0910719,34.9582298,8.6209206
49.8765066,31.9962759,26.4135003,12.1564077,9.3498291,34.608938,8.0899073
56.4488304,39.8845077,41.4472884,20.8385362,15.2899173,30.5865756,7.4835632
48.5385342,30.3073567,26.4351238,18.5812646,5.2657126,33.280753,8.9350575
53.1777915,40.9154718,38.6135564,13.3248098,15.876901,22.1470299,8.0274343
55.0018646,36.2522227,34.9966838,20.242635,14.4455114,30.6963221,8.9063679
56.2803148,30.7969365,28.4415555,11.1615576,3.9872267,27.3174007,7.8983813
59.010889,36.1323377,29.3817975,15.9235048,10.268951,27.1174402,4.7510735
54.5371725,29.6616713,28.8364603,10.7712274,4.8754989,31.4799924,7.4466465
49.6148933,24.234034,24.2830368,9.5295498,1.7642667,25.5679951,5.9177412
52.2635912,35.8032283,30.1773654,7.4532455,5.3111206,30.4566622,10.0476968
52.4143206,32.4091221,24.0205053,8.3497394,3.0357481,28.9534771,5.8732951
49.8869182,32.0529609,27.9734539,14.0093589,5.6929987,28.5256569,6.8199583
41.5719202,25.3398731,24.3184933,9.6009492,2.8273941,29.1315661,3.9642507
44.0134409,25.6850166,25.3788091,7.4704116,2.9106998,30.5983712,4.5704509
53.4459117,26.5190727,27.5279681,9.0223884,5.9759123,36.4620346,5.4598241
39.1326771,27.0472877,20.0767029,10.9981376,4.3729245,35.22843,7.6500388
54.317755,30.1327281,29.9667543,14.8339323,4.9837659,31.59018,7.4811659
41.0740532,24.6510523,21.8032535,8.2879432,3.1289474,35.8250866,7.0045627
41.1163929,20.8105401,19.8086588,4.7431968,2.4315272,36.3398625,5.6400539
46.065138,24.0001082,21.1546483,4.8534802,5.6568005,37.1931458,5.4606659
42.7612166,25.3699154,19.3198727,7.0377442,2.7634104,30.3641466,7.6442319
53.743418775829326,34.25071536428447,31.918883026428887,15.451650114358863,8.483991761684901,34.536913446036515,5.3905289
54.3746279,29.4493888,30.3779152,9.142832,2.4142934,35.2145932,3.3209795
48.810683,38.6456013,25.1541127,11.9555539,2.1627023,32.2160813,7.9544151
49.6898747,27.7743944,23.0719135,8.0844784,2.5439979,28.7391004,6.0380079
45.3140772,31.4997611,23.2165961,9.0318777,2.3821096,37.4428543,4.2709782
50.0745107,28.2707736,24.8436392,10.1364467,4.1640005,33.1436664,5.7289732
50.668146,23.9325935,26.4766312,6.8445006,2.8439137,39.0001045,5.3735225
47.2325703,25.3149469,23.6564373,6.7344382,2.967269,34.7529545,4.2264966
52.2508351,27.569864,25.5829573,10.4356421,2.7787312,33.7752948,6.5672094
48.8470811,29.8761556,18.7863795,9.6104638,3.1949831,33.5873457,6.8094878
47.7185381,25.7511459,20.3698619,10.6737652,1.9060098,38.6275573,2.6478592
50.4137308,31.4213163,25.7213617,9.5307108,3.9235514,32.3842094,6.1779696
52.7097497,30.6626901,33.1373878,7.7314041,7.6414897,28.3881357,6.7744274
55.4522401,31.7077521,31.1938012,6.4470914,7.8494183,29.819261,6.0605967
47.7342715,27.6958167,27.4491969,8.3272595,7.4448915,25.7526039,6.2568443
54.8957774,30.3002057,36.7871121,6.9450937,11.3141697,29.143332,7.4902468
51.1988509,27.4855426,28.6320845,5.0154085,6.2861223,27.5206762,5.3449389
48.3432446,26.0970199,26.2027312,3.4800804,3.1228884,25.2323049,7.1745644
47.1149744,28.6714994,37.1914254,6.4276962,8.6945832,28.4463294,8.356697
50.0952942,34.3368428,33.0054241,6.9253444,3.7607868,32.8970706,7.0206512
47.7062377,32.438599,28.6255574,4.6290063,4.3218355,35.4074172,6.8963308
49.0034857,29.0292453,30.9433864,7.7394904,7.0678696,27.285566,6.5445736
49.509156,33.5079677,30.4439343,5.6559455,6.0009918,26.1922452,6.9127564
53.3639236,32.1028891,29.3099545,8.3431752,6.6089644,26.434563,6.3862904
55.2524786,34.5045024,31.6357113,5.9759817,7.5086702,30.8288771,4.893035
48.6671509,28.3093776,30.3681813,5.6949504,4.8698975,30.7116103,5.5673294
55.0163426,42.901315,36.3396509,6.5098369,10.2318993,32.4761526,6.4717664
51.9122396,29.8302118,27.3305953,5.3673494,8.2348397,24.2221183,4.7971582
55.6726074,34.0189044,35.5890188,5.805684,3.3287663,29.5178745,6.2904511
47.9339763,26.315169,28.2252912,4.4867436,2.9143853,28.4782931,8.0618469
50.4300156,28.618507,26.8498236,4.6061141,6.0141346,27.7448195,4.3905867
52.6093546,35.6029278,35.1011913,8.576817,9.6810103,29.581825,5.765922
52.285535,35.0949588,28.5101546,6.8588464,6.2963409,29.3665019,5.3589678
52.2234672,27.4261691,28.9988004,6.2074471,6.7587743,30.3913127,2.9180754
45.8895517,25.481045,30.4080987,5.3451075,5.1350239,31.2090686,6.2138012
48.2854344,28.2706795,32.7861651,7.4322502,5.9869996,37.2396468,12.5353224
47.1741732,24.1474561,25.919566,2.9997192,3.9363334,33.450263,4.0890838
56.2003905,38.4359906,33.1285318,6.3563392,6.3026433,29.5190146,10.4294709
47.3285454,29.1382333,30.0082816,7.1591651,6.1727919,32.7950626,3.707496
50.0211237,34.6800019,31.7152635,15.7804888,10.9370665,30.083142,4.7645661
45.7710316,42.0504511,28.5391354,14.9553534,12.6921805,35.5114918,4.5774239
60.8546233,34.9700535,35.1042486,25.0626938,13.4721205,31.5030464,6.1589601
43.5123268,33.2265861,25.8718447,13.6483564,10.9276818,35.5355177,4.9861602
55.703264,40.6581034,38.474692,24.8313277,13.3196858,30.9802429,5.9148472
52.5332485,40.0808123,28.7185413,16.2537962,14.7467076,33.8710222,16.583878
51.9910707,36.0476112,33.6759223,18.9285804,11.7142052,25.1755834,6.3734669
43.8386941,29.0190652,30.3533444,15.0158984,5.957146,29.7932331,7.013889
50.0661895,39.4494737,35.4909667,15.163349,6.4237391,25.4600195,5.2603336
52.7275434,39.4110288,32.665241,15.2535897,9.641919,29.1880069,9.1983737
47.6852899,31.0277144,30.1787086,14.1482327,6.1734033,29.5258299,6.8629757
53.2955506,33.5893935,34.9820316,16.9343335,12.8212472,26.0974163,9.2574667
50.0446821,30.9555805,30.929857,16.5795517,5.8858664,31.0604477,4.7730574
46.3590347,30.9856675,25.9858578,10.548032,6.6691484,33.1988908,4.7658061
42.1499472,29.1530513,27.8339077,8.1468866,3.346815,31.4128073,5.6489712
54.4511493,31.3504563,34.3575442,20.8313852,10.9513916,28.6026903,8.8398785
52.3741229,32.1175622,29.7304058,15.0451469,6.603249,26.3119582,3.7398789
50.6269267,36.4580832,40.8608779,21.5387132,12.7398587,26.1877581,13.438405
52.3861037,40.2458457,38.8784964,20.3685908,12.8494426,31.2159393,8.0012488
45.8810314,32.2545495,30.3288665,17.7964337,10.0349365,40.2098491,6.3636469
50.4100645,39.5682999,33.4824946,18.8900362,9.1314683,41.3037229,10.9623989
51.8489535,41.9501035,37.4240975,19.487712,13.2447281,29.5791203,10.6260724
46.0684888,31.4283174,28.1143865,17.2321225,5.7902272,32.5784512,7.5903979
48.655397,26.686494,24.209801,14.0925594,6.3737187,35.1013168,3.9701781
51.3112647,33.2793066,30.6573615,17.316692,7.6755409,33.1799517,9.2640157
54.5977785,37.8895126,27.3957392,13.0978072,4.3398148,32.346005,6.4658629
47.4170248,33.6687011,27.8786991,10.5570014,6.111219,26.7699871,5.3609911
45.3111336,33.1864342,25.5867913,9.4127925,1.6964146,37.6666814,4.3410978
49.6761609,30.5872583,26.8656835,13.3634987,6.4929075,31.7231639,7.3966163
46.6570063,31.4462674,19.3434436,8.732766,5.9148585,20.1610276,6.4741954
51.2501859,27.4609373,23.2304118,9.6318492,3.5632726,32.7358404,3.639801
56.6186435,19.7596,22.4255557,9.7086292,4.2222911,40.9620705,5.5431296
48.4715702,26.3745838,26.1842479,10.4038005,4.6374969,37.2717906,7.6242046
46.609373,22.2071675,27.6008345,7.9810931,3.8223808,29.7985606,6.6487387
47.2391758,26.1668398,25.7506685,8.2693047,1.9511403,36.1002873,5.1038547
44.1639549,28.10779,19.1567119,5.7169778,3.6251812,37.7969088,7.3967998
49.7482071,26.9032011,26.9208766,8.1617411,6.1204574,29.8847153,5.5749685
46.0746253,24.5302752,19.9005371,9.1219689,2.3256399,42.8407552,3.4568673
44.8018809,23.601447,23.2829714,11.8046064,4.2518852,35.6869868,5.4494358
41.9211888,21.9015253,20.5774202,8.1292218,2.9707772,39.8138739,4.8862096
47.5194388,27.994179,29.6793114,14.5496736,5.9086175,33.4408827,6.629066
48.2628191,22.0580772,23.0062534,9.3796269,3.409018,38.5999351,5.9295189
52.9527,28.0897755,26.9588367,11.4556817,4.2093983,28.4959137,5.6335926
46.3968943,27.9319582,20.3101391,9.2214223,2.7008764,42.5320788,4.4610383
42.5307174,24.4182681,26.1444898,11.4321825,3.7824025,34.934976,4.8133975
46.291217,23.1699798,23.5811341,8.3261513,4.0832489,37.5920479,2.5388736
51.923133,29.7389969,29.3549552,8.8530812,8.1131615,32.1063255,7.7955491
46.0502829,23.5839358,28.678686,7.6198626,4.1324566,38.7126736,8.0584101
46.1789998,25.9676494,28.0514828,9.2296029,7.2733905,42.28604,11.922235
40.9193892,29.2733468,28.1869869,6.9560793,5.9256504,39.4177394,6.9763161
44.2871949,19.8274158,23.4343325,5.2775037,0.9956958,32.1782802,4.1958585
51.5700145,30.135046,30.527925,11.1639526,6.2148288,28.769561,7.082231
45.9579859,25.3376735,23.119382,6.316046,2.5878706,30.8932764,9.3271606
44.5531488,23.2686823,15.6776151,2.8646461,2.9450098,40.6694461,4.7733847
50.47742,30.9967683,27.2981302,9.6022095,3.454255,31.5352567,7.9817203
50.1525637,34.1320345,33.5538513,10.1315257,3.7359394,33.0107193,6.0354029
51.6617394,33.4740064,24.916969,12.5321423,3.1818824,29.6967352,7.4818273
48.8878846,28.8766195,28.6889516,6.1962881,3.965683,32.4307651,7.9818627
49.8617982,26.8909338,27.4266268,8.9090872,10.9849484,27.0185432,7.4827866
44.8211111,20.691458,20.7789289,6.4957856,4.1361736,36.2522118,3.8528349
49.295539,29.0891011,26.7556346,7.9993191,3.5143142,32.8745581,7.69932
45.8772472,28.1956844,23.7991689,8.0336827,3.4247882,36.1397739,4.3863345
48.8937814,16.492037,19.0493116,9.5356797,2.5470993,34.7234693,5.5133367
46.9095658,32.7226167,29.2745561,8.3294377,3.704261,28.6189249,7.1151043
46.3522913,24.2693726,27.7469754,8.048037,5.0566514,31.2872256,10.3550924
48.8724391,29.1396665,26.2172798,9.6977526,3.6985023,35.6754013,9.9649934
47.6424381,29.0230364,28.8191695,8.2420449,1.057979,30.8675154,10.899849
51.1187646,31.3863428,24.7529079,8.6026702,5.9395213,31.6610347,6.7063659
45.2707484,33.9530564,24.3661681,11.0400246,2.4583791,24.0878151,6.7254487
48.6298954,25.8046792,18.2884374,6.7260285,2.9746166,47.1363172,4.0400103
48.8564051,30.6398639,33.5402153,13.9358588,5.7760172,30.8838303,11.4195265
45.6975712,26.2445063,24.0094649,6.6020411,4.4465775,32.2480422,7.8865837
48.4921543,25.6116356,21.6255444,8.2145123,2.1466765,35.1252152,7.1417634
53.6052105,32.7233306,39.3908763,7.8244676,4.6766942,28.9484756,10.7127953
48.7371178,30.6798469,20.7060445,7.3713628,4.4129881,26.7683346,7.3901142
41.5438394,28.415782,18.8985636,7.0089004,2.7886244,35.034626,5.4317428
49.1505189,28.4144623,25.9817325,8.5461275,2.8099788,24.8811314,4.3390919
44.9540915,24.6224198,20.3263947,7.6918372,3.1873097,41.1292637,7.2447071
53.3267827,32.2539463,30.3675909,15.072705,8.1286239,30.0979482,5.5846723
45.4805126,37.0409514,21.0642336,14.4143388,4.4843409,40.5479933,7.3334171
57.7577021,21.3909773,33.2449624,20.1338637,5.5718213,28.3590256,4.5681383
51.1392147,32.9579695,24.510313,13.353991,5.3549808,31.4423237,3.6060417
57.8249669,41.6232248,37.1401116,20.4682343,13.8636416,34.6864738,7.0671554
51.0664886,34.5408994,25.4556343,7.8283746,6.2347717,26.1304491,8.9075292
50.1982985,31.5387442,28.4899645,13.8934867,6.1635952,30.4381403,4.8028259
48.4126105,23.8226851,22.3151621,9.3241189,3.7081191,31.5441647,5.9582396
51.9993326,29.4740563,28.5097295,16.692969,5.9724255,33.7053265,6.0730448
49.034213,29.9653634,26.559507,14.7221938,6.1515708,33.4514053,3.2389772
44.4412819,28.7289291,33.1008355,16.8069972,10.0706889,20.944151,6.4221629
46.0887743,27.7371847,21.2926052,10.8296217,5.3201028,32.1642234,4.2721814
45.2292937,25.467264,24.9134871,12.0438794,4.851584,37.3587782,2.6848028
58.8235019,29.8355309,33.9445429,13.3756577,9.4282736,37.4074908,8.5446697
56.1915559,41.9585447,33.9866972,17.2533487,16.4234751,26.9401787,5.9551986
37.4616362,22.8333665,24.3518203,10.6333867,2.0385608,37.6834332,7.6857178
48.9570541,38.1633505,25.3943475,8.7262479,7.6763135,38.9228878,8.5688056
50.8178245,29.1587894,26.1357288,13.7534048,4.3826794,31.1858645,3.6606052
54.4802336,43.9301574,35.0457959,24.3685118,13.8658793,32.8194077,10.9102244
50.6666348,41.9337704,43.6638675,18.6363018,9.0339865,34.022163,9.574311
52.0251854,35.2325674,32.9803245,16.9242427,9.1613759,27.7233568,5.1897725
50.2033561,38.9250426,34.8012632,22.006506,10.271762,23.9051682,3.3662562
50.3939769,30.0171839,31.282112,17.5063114,8.1104476,25.9957299,3.9033032
52.8218872,37.3295315,35.0175497,15.0164386,6.8137992,26.9383156,2.9256975
47.072531,33.8362984,27.9663276,13.9209697,6.4543305,31.2429805,8.4562596
44.0680391,27.3869877,23.9593,13.2560472,7.0599982,34.3984232,10.4453858
47.5933464,30.5284001,29.0708154,14.2373872,4.918116,31.9446831,5.2140199
49.7017443,27.4974262,33.3683828,16.5119488,10.0077155,28.788669,10.5451281
48.2863404,32.2354125,29.9293286,15.8696955,6.4696515,26.4580016,4.7581624
53.0429232,35.2084464,26.9568402,19.2757633,5.7397138,27.7379249,5.3598424
56.4074588,34.0178971,31.434858,15.2200461,7.7912627,29.4330749,3.2426871
56.4286436,36.2702288,36.1217414,18.6263083,7.0224578,30.1314442,7.2231378
52.495525,33.8237989,36.8471291,16.7703382,8.7050407,34.1296408,7.2818315
49.3547398,40.6470624,33.3979911,17.1043702,7.6002815,31.1391803,3.1660034
47.0571474,32.550524,27.1219401,12.874564,7.9007981,31.3845186,4.6847642
48.461296,39.6072656,34.6659695,13.6107164,8.6788347,27.2739804,6.9666492
51.6487874,34.1476879,31.2858825,17.9381286,8.5662658,26.8056117,4.5081911
48.3000067,29.0035158,29.6691268,13.2763549,5.8915934,31.1172337,5.9315225
49.8022793,35.8330144,37.2770479,17.3818967,9.7401652,22.8798,5.8854008
51.5635991,35.0639955,35.1219873,21.6142963,9.4488504,27.6363247,5.8920042
52.7168924,34.6324317,32.4643566,18.2626764,6.4861046,28.7384898,10.3937408
50.4467166,33.282635,31.1708557,18.1478119,12.7054268,29.0716551,11.0574057
53.4794709,37.3134076,31.1123026,19.7356318,11.6409158,31.6904655,13.9141307
54.4640374,38.8103793,33.2694689,16.1724745,12.4268565,33.9342969,17.1909501
53.1796932,37.2741033,32.636443,18.0619471,10.4903952,33.1534005,6.5166537
50.0490995,36.2251156,32.0529019,19.1329331,9.8673729,33.4355733,8.4328743
54.8740885,29.1100563,29.4132359,10.1471633,6.6820336,30.3286273,6.0236117
52.162315,22.3060103,27.9268904,5.0999794,3.4231151,26.1642272,3.3712563
55.4587651,32.1434357,27.8260075,10.8849278,6.7767415,27.5598469,6.136728
64.493679,35.8735703,39.0006373,22.1926842,16.7496178,19.7824487,5.2881114
52.4674307,25.2988492,27.7251942,7.6467552,6.6454935,27.7007365,3.9765399
58.021611,30.5616614,31.3123258,8.5976114,5.0242491,25.3575272,6.2735195
53.7009588,30.5000292,29.9090542,8.7787231,7.6826989,24.423092,3.5715434
51.2454714,33.9570414,30.601103,7.7004265,4.8636844,25.9495491,7.3572113
46.5423312,28.3228066,20.2062835,7.1978191,2.1865703,28.6782548,5.2466445
49.492715,26.7250332,24.1896035,4.9813073,3.0682608,33.7990424,3.7896319
48.9488546,32.0902435,31.7900357,14.0626823,8.9012961,28.5668854,6.6340729
45.7271214,27.8265558,28.493218,7.916337,5.0369173,28.7785324,6.5695014
50.1626119,33.7160045,29.936575,12.6636354,7.4098714,32.8832016,4.2192936
47.9241036,27.0444185,32.728803,15.7623318,9.0217824,30.2210133,4.2293361
51.0251347,32.3148858,30.6152978,10.248806,5.1918168,34.4442774,6.2919577
53.4233224,26.6781524,35.5500691,13.1159341,8.5362259,27.4444006,1.7778386
43.9440728,18.8313467,24.202587,5.3732868,3.4676844,28.9585086,1.514214
47.8552334,29.1583691,27.9607122,8.5787237,5.40518,32.1539119,5.2538716
47.8465373,24.5782798,24.7191527,11.002362,2.866818,25.926156,3.3711797
49.8084628,24.7976425,26.871284,11.9933769,6.2113103,30.6299288,4.7520998
51.5345729,26.2527018,23.9034448,7.4391238,3.8419504,35.8042329,5.3246163
50.8643229,32.1273526,31.104292,12.2352667,7.102281,27.7272823,8.9622903
44.1808526,30.5083422,29.7556728,14.1526026,4.8145392,30.4828229,3.5349098
51.7626897,34.4589594,27.0637971,13.4899593,5.598923,31.0426653,9.4337703
49.3935289,35.6486022,26.926733,12.6205737,8.1254365,31.075442,5.7817965
50.0130175,28.2713394,33.776701,14.5148674,7.8539415,30.6837839,5.7504132
49.5886263,24.3329662,26.5506921,8.4754109,3.9799335,30.1813055,4.7288542
51.098081,30.2805424,25.8350829,10.3367572,7.3120833,33.7631791,6.6260472
54.4000742,32.1708454,41.3363716,19.1167379,11.7518665,32.2837715,5.4800759
51.271436,30.6905787,27.0329378,11.7372445,3.9367282,28.8368195,2.1873484
48.6728263,31.7984621,25.2926323,12.592048,2.8965184,31.8877376,5.174097
50.435708,27.9100205,23.3377436,12.0026307,5.6466547,30.258993,3.8069655
47.7708971,23.8692178,26.8067735,6.9169987,3.6196773,30.3218676,4.3657891
59.6218783,39.4947599,39.8771487,16.0987435,11.0641392,25.3575944,6.608305
51.406738,35.4346448,34.5343627,13.1587976,9.5862245,25.7262461,5.5827077
49.1757986,33.18134,29.6007556,13.3255222,10.2745331,29.4585052,11.1895
54.7806998,36.7401785,30.2887569,12.3196027,6.9175687,29.4887309,6.671797
46.6543899,21.52823,26.388711,6.8723879,2.2111435,30.6445608,5.7899674
48.7344173,27.4263503,26.6607151,12.1541884,3.3723119,30.084871,7.3592386
50.8673752,33.632653,24.9622923,6.6447276,4.3292951,34.8160858,6.4532526
49.9384181,30.1869514,27.6862995,12.6860004,7.8589811,28.0345581,3.1448269
50.9661538,29.0190861,33.0638962,18.4488248,9.0398653,28.8351083,4.2708817
51.9099303,34.8061971,33.532073,21.758749,11.5604301,26.7507214,4.4008468
59.355398,30.344876,37.4307602,19.5208292,9.5936469,32.6058942,3.965232
45.9965972,35.7877399,29.7192068,21.7191154,9.0916541,28.8256033,5.0817412
52.9036656,29.8650159,30.7588316,15.8318518,6.3352553,31.1439476,6.671822
57.8564475,34.9548741,32.7720054,17.8961983,9.2549315,32.8359813,5.620257
46.2542912,34.8315766,30.4452026,14.2462316,14.4816589,26.3146627,9.7471568
50.5658049,29.9847249,28.6369142,16.0349489,7.5448518,32.1815928,3.5386169
54.3833232,24.6476513,28.6547187,18.2392309,7.9274507,29.211952,3.2485198
48.2162138,32.7823103,29.9696926,14.3420354,7.7207621,29.0525196,5.0238776
55.6012387,39.662688,33.0001601,19.3957727,10.6658309,29.1243805,5.5253523
51.9486722,34.4925574,30.98447,15.3895397,5.5897394,33.2118149,3.9283138
53.2706178,33.5287978,27.8491563,15.725795,8.3439244,36.2199422,4.6613669
57.9570844,40.9305716,27.2129119,15.8982983,12.1782573,36.210367,4.8870035
51.6598566,34.8228812,37.5573634,21.6472409,14.2064921,34.13977,10.0367693
51.1223679,40.3585223,41.4402779,23.7355915,13.4362985,37.4885028,9.5666605
59.5888887,36.7994167,42.6102253,23.0568493,16.717941,31.3873559,11.4007909
53.7029004,32.0245131,30.4431515,18.5444393,10.128782,27.1393662,9.0418877
46.7858312,32.1162756,35.7281673,19.3769246,7.0374733,27.8481252,5.7067835
50.3628008,32.4144835,31.9859079,19.1172259,7.5509533,34.5976484,6.2884362
49.2708771,31.5506799,28.1761008,16.7357988,6.228399,37.3143045,9.2163331
53.7223274,34.7780699,33.5784435,19.9884654,6.6416619,32.3391896,8.6762673
43.7832602,33.9270908,28.9338391,18.7468294,8.5259066,35.9224523,5.1852067
46.8635338,32.8305884,25.5929225,11.6215821,5.7661002,31.9771761,6.8477088
49.3591814,28.7416088,30.3564776,19.6397095,11.7536778,26.221328,10.189169
51.7319959,30.8066562,29.8725744,18.4406077,7.6177953,23.3514498,9.4222722
51.6210101,32.0961656,33.9918734,18.1439876,11.82831,30.3636632,8.4575349
50.4469656,32.0936375,33.6139598,14.1295065,13.50068,34.2220203,7.9769601
49.7209212,33.1715565,28.1130521,16.0519626,6.5915278,44.4278541,9.4268262
49.1906714,31.6333095,27.4012041,17.1648586,11.3600617,32.197965,12.281097
56.2035664,33.5103505,40.1176292,25.7294583,18.1312871,31.2562843,8.3708664
49.366528,27.6909003,28.1618886,16.707798,8.4264628,48.9508859,11.9431041
46.4062233,26.8854458,28.2247595,14.839212,6.5979681,33.3107277,8.3306105
48.942498,31.5628075,23.8834481,13.8135433,6.3480926,38.2711391,5.7133997
48.5431905,34.478386,28.7167569,20.1764428,8.2925029,33.8831098,7.9137533
53.1670661,38.6689521,30.3377138,21.8386835,15.0305591,32.1496048,9.4382594
47.7500176,27.9140814,23.0411157,13.2328136,5.5566861,52.2721513,7.6179105
46.7934173,29.7770036,23.6922725,14.3403735,6.6537564,43.2310852,12.0114524
51.6632887,37.3894455,35.1771767,22.8666857,12.3510678,33.5503734,8.2426791
48.9595293,31.4950695,26.4280369,14.5421413,7.9171642,38.4117148,6.4330081
48.5676399,35.0311197,28.5187038,12.7740546,4.7203871,35.1974411,7.0555469
46.4770969,29.8282569,27.2391533,15.4270713,9.2267063,46.8933515,11.3019239
52.7633755,30.7091989,31.3019978,14.6143833,10.54289,31.9218573,7.1588702
56.9017996,36.2443246,33.6222197,19.0702197,12.5235504,35.3898477,24.0758079
50.2056697,34.3450939,33.9747169,18.8764315,7.9039053,30.511697,4.9860908
56.6659846,35.4417216,37.4260885,26.4471065,11.8908475,36.0379112,4.9853162
51.79738,33.1562574,35.0568862,23.4788506,13.0349714,32.9468251,8.2910096
49.4726772,34.6972624,32.4184871,19.1519346,10.205143,38.3433556,11.4256605
50.5553693,30.4269514,30.9405011,23.3083839,13.1502861,29.5415572,9.551698
49.3204667,32.9943388,27.0717219,16.0788522,8.4319458,35.8544653,7.2461154
48.1764474,35.2059726,31.0346072,17.8853523,6.6087842,30.4971508,8.5336475
48.7110219,38.7646499,25.1755953,18.9247453,13.3226166,28.6350742,15.9887874
46.2416674,29.0310627,26.9848299,13.650013,6.3463565,39.5671328,6.3357144
41.7232039,27.8867806,27.0681533,17.0879393,10.6034699,33.9231196,13.9982922
51.0857087,30.072788,28.8477396,17.5122672,8.9361788,31.0961094,7.7694477
57.2350883,39.5121907,42.2767805,20.4706379,11.984214,27.4998047,6.2190083
55.7681083,42.3170557,38.0370304,17.8371579,10.8083076,33.1209362,8.5839654
50.4861904,34.5082912,34.6067586,16.5367362,8.9986211,32.7906261,7.4826333
45.81487,34.855412,33.2967817,16.6727122,12.3214356,31.8312818,6.2940198
52.7467788,37.6703183,34.6880455,17.3804939,11.2523588,31.7520178,6.3521854
48.5361319,25.3144045,25.1390881,7.799501,1.9444008,27.6261635,7.0086086
52.996479,30.0879096,24.8142777,7.1748103,2.0334495,35.3953404,11.1673146
50.1357302,30.0538068,28.6898197,12.6952765,6.9177402,29.3515814,6.141425
44.2401302,27.9791007,22.9333694,10.3631551,1.5434571,34.8993092,9.0844119
53.5503006,25.9107798,20.5929293,10.7126031,3.64468,29.4064421,9.8936272
44.3897781,32.4701703,24.1877121,10.9785295,4.3925745,30.3839058,5.4103926
44.4397033,21.3356032,21.7741169,12.2159516,3.4114482,36.9723531,7.4132245
48.4914979,32.3916297,29.0027679,13.6652455,5.1829626,32.8718705,5.9320813
46.3018528,24.4238675,18.5239441,9.9197747,2.4878253,37.4831086,5.9360806
55.1751499,32.0890489,28.4451436,14.9907957,6.2177461,42.3284468,4.2149222
49.4114421,31.8450864,26.7837466,14.9011608,5.0396286,31.0455071,7.4380593
59.8079859,25.6722814,29.6751643,11.2662675,7.9363238,36.4216838,3.8239833
55.6257976,31.978865,25.553146,16.7475712,6.9686809,29.8738183,3.9543062
56.0746612,27.2238895,28.177052,8.6481804,8.6866522,29.3139625,5.2822655
52.9171638,35.9222195,30.3397917,14.8453669,9.5783644,25.1853118,3.3566357
58.0870958,34.7981065,34.6438587,15.2209804,7.0998462,31.0800011,4.4371239
48.5025598,32.32203,26.1994365,10.6937891,3.9831501,33.1988939,11.2748392
51.7083401,27.1657178,28.55904,11.6524364,4.4263206,28.8556593,10.2100674
52.1365584,31.4557741,23.3588163,17.6961703,6.9508879,32.0172603,6.870786
53.7845542,31.5408615,29.9671117,8.9738008,7.2328249,27.9901697,8.3408055
57.6125289,40.2190646,32.7895328,9.227839,6.8968472,30.5481593,4.7215482
49.9649777,27.9805645,27.0589268,8.0006225,4.7559654,31.1763293,8.5459928
47.4976624,24.5713513,22.5323654,7.6964214,3.3480116,31.9932193,5.5994121
53.4365659,28.1123202,33.1303834,6.6560134,4.1226065,26.0686157,4.5022982
49.1657417,32.731388,26.6682172,6.2963243,4.990843,27.4167824,6.959291
58.7115108,28.995871,30.3506599,7.785082,5.8115697,31.9893592,8.8450693
49.0572417,30.2007927,27.1191675,7.505196,3.84455,28.963071,5.958695
53.6286576,31.9035723,27.4778531,7.9377656,5.8480803,27.409503,5.7976822
51.6763006,26.5708021,26.9130414,7.4053047,4.9465722,27.6723936,7.7333547
49.8956241,39.3273441,35.0246941,5.4864978,4.6203673,30.4921265,5.9873829
47.5498045,27.5786818,23.8596565,4.5631739,3.2377676,35.1388642,5.9750398
46.8594247,29.7880414,30.246413,8.8863869,6.5334213,27.6525529,9.5554842
50.391894,33.2945366,29.0733354,13.4307348,9.479503,34.0384979,5.5867702
53.8220337,37.9463979,28.4946784,15.9625248,3.8102542,33.33771,11.6517628
45.4155401,21.8517907,24.5244119,9.4709875,6.6365505,36.169887,14.8303184
53.6720431,36.5224013,35.9699867,18.4819844,10.8135492,27.8493341,5.2550559
51.4484919,40.7291484,30.2569728,18.085466,8.6261429,34.333842,6.4870607
47.0079947,29.49542,27.3450248,9.7718238,3.2820775,29.9866021,5.3966424
48.3355661,37.2065577,33.3335578,7.051404,2.6279798,36.9843751,10.0344968
47.0094827,33.7847315,29.5155048,16.5367006,8.3692458,25.9591572,10.043383
47.5139186,34.2572988,29.6366715,11.3351648,7.2048866,33.9651306,4.1568457
