smoothed_wshop_1d,smoothed_wwork_outside_home_1d,smoothed_wspent_time_1d,smoothed_wrestaurant_1d,smoothed_wlarge_event_1d,smoothed_wvaccine_likely_friends,smoothed_wcovid_vaccinated
53.0593473,31.5590451,32.7367589,17.1948636,8.9986934,37.5405392,5.6456286
49.5402079,25.2568814,25.3465258,14.982912,7.1155511,34.8920677,5.2398598
47.8447122,28.5870169,29.7107876,16.6098813,6.3525923,33.5331535,9.3203951
51.465002,28.6683849,23.9615662,13.1850425,6.6970519,31.9945072,5.1233123
48.7987289,27.742361,30.4120143,10.4991197,5.4800549,27.9694533,3.8288339
52.8317221,25.6165949,25.2088846,11.3488186,4.9682111,36.49961,3.0012154
48.5204527,23.6318926,26.4337254,10.7456175,4.3963195,37.5066029,8.2384872
44.6197011,26.0371753,23.4219146,6.5326802,4.3924042,37.9614512,4.5786148
45.4857654,23.64832,22.1533505,10.1583278,2.0802075,43.5122774,3.3627437
44.5477772,20.845091,28.2958668,9.3091055,4.0324963,39.0182432,4.3680847
48.2130273,20.2189541,27.1672907,10.3523006,5.6124817,35.9501449,3.6002916
49.2933663,23.4878864,21.2344391,10.2169921,3.0021226,39.7945456,3.0571708
51.5575444,28.38934,30.256096,9.4094145,9.652545,33.4397187,6.796221
44.211305,21.4159767,27.8669457,7.1145924,5.0931626,36.4676822,4.9055539
50.1645434,27.5698987,30.5132344,10.674204,5.873225,28.0430144,6.3070285
45.447794,24.2558338,16.1582734,3.3376856,3.4269383,40.3908594,3.5788671
49.285528,26.2403928,31.8872632,6.7429469,4.8855143,28.7231654,5.7967857
43.922904,20.349431,21.7098145,6.9463144,3.4858854,35.1930786,3.5066898
48.1432577,25.9599146,28.2218791,9.328277,3.9451303,33.3618742,6.8629895
48.9774759,21.796718,26.8697814,9.4177603,5.8857547,41.283842,7.0620732
50.7642908,14.5586975,24.0193622,8.842277,3.1107195,36.3475235,4.123819
49.7450729,26.2431738,28.7095052,8.3736535,2.6230166,34.4253503,8.4227062
48.2637267,22.271476,18.5930372,5.5122273,2.5731502,45.8559834,0.8910405
44.5977838,23.5181049,22.5675869,8.0217665,2.8014009,32.4494267,4.8503556
45.1495154,20.6901675,23.4399572,7.985382,3.4176449,37.8931678,7.4039774
53.3469311,28.2674669,32.2063062,15.7697468,7.9623412,30.2949006,4.3209703
52.3874393,20.4944294,25.6410556,10.9801212,3.5668564,30.3749943,4.5357232
50.2426862,26.1046884,28.98588,16.2086441,7.390256,32.7691613,1.7024444
48.4014355,23.1029158,26.5830033,12.7886618,5.0611903,32.9768263,2.3668363
49.9269031,25.667803,31.0242765,16.5988924,4.5891623,29.3363493,4.5652648
54.104499,38.7325154,38.8755632,25.1451304,15.7010649,30.3038174,14.1686873
51.2149238,31.1814236,34.1273891,17.6728469,9.8382519,25.4734125,4.9215091
46.4785193,29.3846295,29.3995448,13.3538721,6.3877517,32.1498811,7.812479
45.3216988,25.8925789,27.7500791,11.1605936,4.3978644,32.9431019,3.3078521
47.9384988,27.2927207,31.5089324,15.6239688,7.5546785,27.5271836,4.0182761
55.2822472,27.8186167,31.3426903,16.705786,10.1129741,27.021513,1.964934
54.3033278,30.8469609,35.0199549,17.0806463,7.7625343,29.765715,5.4309377
47.4946324,28.5924666,29.0203439,14.4573899,6.9922669,29.059174,4.1571016
50.8544115,30.3410797,32.5638967,16.022295,9.4329921,24.6805048,2.6240104
52.485558,28.5708521,34.3818487,12.8186529,6.9429656,29.7573436,4.2499137
50.784337,31.8458221,33.6638885,18.8999317,12.5326497,29.6732443,9.1169306
51.4270411,30.8719362,31.6622184,16.6876039,7.9108314,31.4645079,3.7412746
48.391456,31.4585615,32.1913344,19.689798,9.842991,31.9825961,5.2484837
54.3791981,27.833498,33.0053622,10.1211219,8.6843276,27.3166729,4.6881246
52.8534308,27.216445,31.3094057,8.9552105,4.0705539,28.0761734,6.0406752
50.6382287,31.1977989,33.108036,9.1050956,7.7597282,24.1192662,4.3851564
45.536829,22.5479609,23.415599,6.2087327,3.9382541,29.5722651,3.990634
49.0825575,24.9875865,24.0811399,4.6495695,3.2017236,32.5586059,2.4019665
48.9811979,27.8453123,33.7050106,10.5489114,9.5262503,28.1127284,5.3618348
44.0599461,23.8995209,30.3873598,4.4071949,4.7862948,28.7369838,6.1799248
46.3687644,28.6048583,30.1341138,10.8381897,9.9102663,33.0764762,2.5279395
51.5593371,32.018846,32.7346696,10.9667825,9.4555226,31.5940056,2.9268031
49.7830143,27.6716693,26.6547681,8.5102325,2.8332234,32.6271605,5.5892829
46.1424119,22.0114494,28.863154,6.2963604,3.4401172,32.2167726,3.839323
53.0593282,32.981479,34.8434697,10.7332295,9.2057486,30.2441612,7.5082872
48.2978736,26.1454345,25.2280514,7.5075464,3.9097726,33.3371306,2.5178152
49.279916,26.7839981,31.1432361,12.7162371,9.1209405,31.4879652,4.0388147
54.0571156,27.603505,34.4576828,16.7571037,7.0890345,35.4175807,5.0263422
53.4224248,28.6538884,31.3233827,17.4009196,8.7746379,32.447182,2.3307874
54.9627246,27.2543259,34.5557563,19.5876689,9.7806056,28.2274917,3.3314419
53.0463034,34.1610161,38.8045616,21.1478244,16.2203294,33.7291455,8.4651449
53.6968305,29.8118239,34.2859732,19.4338604,12.1075102,27.2094651,6.3591771
46.6027901,29.3256633,31.290156,17.5406631,7.1804512,34.08777,3.1568474
47.0683937,28.9343598,32.9161805,16.2113178,8.6116964,33.0115364,6.490067
50.8689962,27.903846,32.5902729,18.5865858,7.6780298,31.0727914,6.7077437
49.9413868,29.1525393,26.5303448,12.9050024,7.4809345,33.1241738,5.9235989
50.6009199,28.8258309,34.2925624,17.4137224,13.0924661,30.8780652,7.684247
47.7521663,28.8463437,29.7366882,15.9970855,7.9798849,41.1232536,8.4745891
47.6335351,23.9530305,31.7399851,16.7199182,10.3258723,51.9713623,12.5718828
47.0402796,21.5785738,29.7108846,18.4103624,8.8818602,33.666901,5.5075168
49.9249586,28.0160401,28.3451721,14.6119646,8.3491071,39.176455,3.8955683
49.2945193,26.3648613,31.0709692,18.6858868,7.9555286,29.0533525,6.5865168
49.2526121,24.0013703,25.3242644,13.0259794,5.5359709,49.3663557,6.347414
49.1778,27.7392824,28.3770607,15.1152491,9.4080896,38.8171912,6.3413304
49.7496378,29.1735767,30.5149439,15.9257792,10.3564241,50.07079,11.7904711
49.0493093,26.4231058,27.3856283,16.2850631,8.7774435,34.9608266,6.8075902
45.8021954,24.2618057,27.631284,14.0793464,6.0153119,36.0454727,4.8125552
50.3033885,26.5267227,30.1830169,18.422902,8.3060276,33.4025687,6.7494751
60.7783954,36.7235133,44.5608818,21.8145913,13.6551337,26.9636856,6.0323071
51.3521918,31.4544148,34.9366024,13.8717592,8.073578,36.1241437,5.3241973
48.5570953,32.043062,35.8056659,18.180165,12.953868,33.0108883,4.9881155
53.0983647,25.8893408,30.8802223,8.5794169,3.0273863,30.2877213,6.4758226
50.0897422,26.4544681,28.2508172,13.4426937,6.5524145,29.0205844,4.7411947
42.9583783,19.3859482,25.5371307,13.7276243,4.8302978,37.1360754,6.5345097
53.4534548,29.343475,27.4754048,18.020226,6.3326174,26.3049472,3.0246349
52.000061,26.901175,32.2816968,9.9513868,8.2213967,28.9388899,6.7689809
48.3507975,21.8844777,24.1539189,7.217854,2.9003452,31.1907688,3.0239611
50.9903141,28.8106565,28.9456819,7.0179676,5.9176262,29.6313328,6.4582647
49.3762198,24.2052542,25.3700823,6.1274347,3.7797963,30.3961907,7.3967649
53.751606,29.0472481,28.2012211,9.4000868,6.5129269,26.2732308,3.0571496
47.9138878,24.3505517,24.0723645,4.8723877,3.3712488,28.9310913,5.9227673
46.4701527,27.1364804,30.9276397,11.293914,6.6441369,27.1632489,7.6205502
52.5854869,33.7994809,36.9938978,18.6233508,11.0597497,26.5149147,4.741254
43.6705648,24.5020127,25.7509362,8.3784873,4.5553928,28.7302683,3.3915493
47.2412767,33.8011678,29.9985213,12.4685201,6.5112924,33.1018287,4.0863599
57.2554608,38.8876257,45.0690442,25.0224292,18.5461201,26.2972119,5.3599802
52.7829273,30.816338,32.9230019,16.770287,11.4403083,29.4118288,2.7966902
52.6011517,29.0732189,33.0481901,25.2298844,11.4068689,29.0857223,3.0072414
52.1159391,33.1269726,30.5570168,13.9584811,6.7348732,32.8949798,4.51538
51.7079619,31.4442785,28.9914427,15.3480566,8.4719129,29.5190484,4.2857228
52.8941808,34.8943409,35.637967,17.8521343,12.3003669,31.8763688,8.5059971
51.3815088,32.8592522,30.6566268,11.5543366,8.7364315,28.6590897,21.1130849
50.5673762,29.9042907,34.7585867,12.0577793,8.378959,28.1282108,11.9951823
52.5944933,24.8432703,31.4919871,16.0252491,6.7009223,37.6992716,4.502668
51.1775377,25.3622676,29.6652802,16.3538407,9.0023361,34.9190563,4.2609619
52.2572535,25.7940385,29.8323041,13.9022638,5.9617532,36.4749378,5.5277559
54.5070687,20.074755,29.0763614,17.3413207,8.7780081,29.3184459,3.6539574
51.1551731,29.714921,32.2210794,15.2834181,10.1784504,27.7218228,6.2817368
50.7855096,31.7981919,30.7398734,19.3941328,10.4876866,28.6998561,5.2148366
47.3695496,28.6871247,28.2137371,13.4779429,6.4998645,34.9038821,11.2789054
41.4378034,33.2672709,30.984265,17.9166799,9.493763,30.1801764,5.833846
51.4409288,25.7647249,28.0411404,6.8763043,6.9326618,30.4396638,5.3759047
48.4191514,22.1021769,21.4540455,4.8827449,3.5548911,41.387186,2.0858884
48.0530535,23.0954607,21.7143434,3.3197425,2.5150288,38.738654,4.5931461
46.2098342,23.1795208,23.5408253,4.3536173,5.4006435,40.4650812,3.4911293
47.7208001,22.3102555,23.2688067,9.6911924,6.0782905,33.235113,3.4661204
45.4464085,23.8616713,18.2311313,3.8554976,2.7986425,42.1786672,4.4810723
50.6371871,17.8679742,22.7358712,4.5143254,2.7416582,40.614945,2.9468959
51.6046807,25.8373612,22.0324827,3.2952925,2.2082249,37.3877796,4.9909796
48.6978629,25.8610315,23.2274225,7.8308416,3.9643611,40.8378947,3.7875973
48.7719727,21.8527975,21.8479903,7.0396871,5.1085305,37.1915536,2.1853975
48.9347697,22.7029059,27.1579884,5.3254691,3.7839549,33.8200723,6.2173041
48.2302981,25.115688,21.2370498,4.9088644,4.0347734,36.4660327,2.6851678
49.5657848,24.9456539,25.163688,7.527508,4.9145967,36.147718,3.3240926
46.8389856,16.2689859,21.35553,4.0682185,1.390952,37.0191974,4.0962697
49.7552485,26.6208679,26.4761466,6.6233952,6.280971,35.9846121,3.863279
53.7695098,25.4153076,26.3054029,10.1615006,4.5306189,34.0203879,6.1036961
44.0014999,20.1576914,18.4547627,4.4788561,2.4763122,40.6541408,2.3013877
50.973246,24.3704224,24.7424154,5.5100453,6.9066681,33.6329789,2.2157179
43.9646304,20.9418065,18.5940178,4.2712979,2.1413533,40.7655529,2.8931541
43.3127534,24.6462556,21.7493184,6.4014439,1.2920021,37.213104,5.5095944
45.4762815,24.2777541,16.4547678,4.896205,2.9627663,38.5097574,7.7400181
48.6242864,20.3684273,22.5058393,2.2435606,3.2989608,39.335719,2.8435331
54.1859907,26.2495104,27.9288553,5.8696151,5.6913267,33.0172468,5.4775517
47.1901237,27.1703511,27.3091586,4.9749865,6.3682835,37.6097106,2.8209007
48.7156618,25.8829687,21.1237432,3.9263788,4.0309714,37.8020597,2.9096895
50.663479,28.5104514,29.5338808,14.7544335,7.5755457,31.8506028,7.1102615
47.9720216,33.0005142,29.6649567,8.7824529,10.0666542,38.2699817,5.6882619
58.4692806,33.6431125,35.0480559,13.1474849,7.7464015,33.0304948,5.0846317
46.9513305,24.1540047,27.951578,11.2756093,3.510585,28.9858132,9.2864588
47.8284892,24.5645628,27.8549543,13.2710761,5.134008,34.2939986,4.0461835
49.1045983,26.1626937,30.9112748,10.6964039,6.1664611,30.5720426,7.2563945
51.6670062,32.41597,30.6698748,14.8479405,6.8416045,34.9399724,5.2650912
48.8896034,30.8798133,32.0321237,12.2466708,6.832156,32.4294428,10.221791
52.3910761,30.5812549,31.7932089,13.1993604,9.1514073,31.8988311,5.897468
53.743418775829326,34.25071536428447,31.918883026428887,15.451650114358863,8.483991761684901,34.536913446036515,6.4173864
43.0760459,23.5797401,24.1308673,8.3460489,4.1070139,36.5650093,6.4242341
48.9502764,24.9742678,26.0531318,8.1227399,4.5856997,34.9087161,7.462853
50.6510986,27.6164752,26.7966695,10.0158063,5.3706939,32.7253256,6.8556729
46.5828684,26.1527912,25.3761686,13.6064027,4.5403779,33.9075882,4.3917886
53.743418775829326,34.25071536428447,31.918883026428887,15.451650114358863,8.483991761684901,34.536913446036515,4.3186024
46.4984153,26.2390913,26.0997115,9.4667943,5.0922768,35.2307419,3.3030605
50.1359079,24.4224063,28.9839808,13.4455792,4.7325581,29.4691261,4.4197645
45.1292734,14.0907362,23.6530404,9.1846563,1.4286799,34.8380409,3.5925693
53.146127,26.354524,34.0339273,19.1278188,11.2534649,28.0613429,6.1936599
50.9926938,32.1478592,30.130256,17.0915849,6.0225758,29.275829,5.4871584
58.2146273,29.0865643,35.5294401,28.1518831,14.6845034,31.4678059,5.1157395
52.585157,25.6398621,30.1653507,16.7226067,6.5584042,38.665335,5.5710758
52.8782817,19.4209675,34.774487,20.7852275,10.1211538,28.3535932,2.8064899
60.8239111,24.3915143,39.7165162,27.5575239,15.8158185,33.2884783,5.1057225
52.8682281,27.8766694,26.4566181,16.5068835,8.3761101,32.5337325,6.83643
48.3913463,31.192986,32.634951,18.9939915,13.0464921,30.6630448,6.2762684
59.7031285,27.6622841,34.8013839,17.3782965,10.181824,33.8020401,6.7608765
51.1743521,27.0880175,31.3163254,18.6244576,10.1017889,33.0680495,4.5722988
56.8122982,31.2028362,34.2012684,23.0527952,13.8978902,30.406699,5.8453973
57.6177155,26.3811618,38.6368531,23.880543,11.9096313,31.648743,7.8912282
52.7947528,30.2528372,30.9801581,14.5888428,8.3656553,36.5637213,11.6884105
57.3261406,24.480778,35.2087799,24.8934942,11.1522274,31.5197269,3.2501991
52.6436803,22.0752102,30.6783313,15.8434405,9.0891328,34.1987416,4.6336796
48.4760231,26.7312412,23.8356719,14.4133612,8.52676,46.6866032,2.6269688
56.0474877,38.0542123,37.6095274,26.7550496,13.8277107,28.4918373,3.3964162
48.9452578,29.3626567,29.2577238,17.4079059,8.1894178,35.4119489,5.4300736
57.1698924,26.3439305,29.1024455,19.8498742,8.0634363,37.4011055,4.0216532
53.2159663,27.7797602,32.3493001,19.3976035,11.683309,30.3634471,8.2220834
53.3623989,28.6932172,33.2058168,22.1814033,10.9929445,31.3577818,6.2766817
50.1453733,26.4650268,31.4018468,21.4848565,11.5127044,31.4630386,4.6564811
60.1334782,32.0652053,34.9607542,22.3459052,13.4769137,31.936537,3.8096797
54.5773632,23.9119845,34.4017927,22.8475915,10.4379589,31.1247359,9.247266
47.9808307,28.5163964,27.6754602,18.9241765,6.9300461,35.1312137,4.1632147
53.7850773,26.6285247,33.4979052,20.7228426,11.4631001,27.0728146,5.8249542
50.7984576,30.9999345,30.1094705,17.5153914,11.1959432,28.6726781,4.6072041
51.5321674,32.211112,28.5448216,20.1931687,11.0523964,36.3889689,10.1018443
49.8542613,26.3027372,27.0988971,13.1755377,5.4606555,32.6317547,3.2271227
46.3193189,23.6534394,31.3058414,12.1364364,4.5666543,40.5309179,3.3091034
46.9854351,20.9298838,31.9995603,14.0958209,8.6036708,32.3937961,2.9847447
44.2712167,28.1709987,24.9650792,13.1644246,6.6427867,34.1283711,4.1719473
53.743418775829326,34.25071536428447,31.918883026428887,15.451650114358863,8.483991761684901,34.536913446036515,4.8994753
56.7458747,32.8421698,35.1180517,17.266611,7.9834204,30.6393138,8.8754835
57.723348,33.4377989,42.4119254,20.7752607,15.8700309,25.0012129,5.0583828
52.0073669,28.4786848,35.4739081,17.5292147,8.3760178,27.5306615,9.0078476
50.1598033,32.4545863,35.1113272,14.9055228,9.5244964,27.0678439,5.9661227
47.2238402,26.5233435,25.5499263,7.225362,5.0726238,35.4404288,5.2411654
43.723303,26.3545388,27.3288743,7.6355545,5.3394588,36.7125072,9.8142477
46.2302506,29.9721133,28.0560125,9.1603875,5.583232,33.4603326,3.956156
48.838151,26.7372019,26.2560361,6.7121181,4.021654,34.4213161,3.6449291
46.7483864,30.6961489,30.6106403,9.9545624,4.553705,26.9216969,2.6141372
48.0086196,31.2427918,28.3241731,10.6418052,4.7261185,28.0743527,11.1333323
47.6691125,26.6041834,29.523348,11.072131,6.6406068,33.3710858,3.4150346
47.8639215,27.5302561,33.093317,10.9551466,7.1301478,35.4902585,5.5338537
52.3453278,36.2132409,35.9355467,19.202931,11.7695041,27.0403722,5.7464699
49.0601187,36.0819826,32.3138201,17.5664975,11.4522177,29.4469049,8.0037097
53.3756168,39.2286028,34.3900134,15.7275233,6.7669276,27.2449478,11.8059138
48.0017486,28.6155723,30.9753417,16.0622827,10.4382132,30.09936,7.5864392
46.0376132,28.7710741,31.7822868,15.178749,8.0437472,32.4431594,3.8978951
45.2180135,28.0380672,35.1429585,16.9721393,7.2776459,27.3201265,8.2873156
57.3022454,32.917789,35.1129473,18.370808,11.509301,31.8695735,7.2603476
54.8212376,35.4271987,37.5352704,20.7768437,13.7721277,28.8403316,7.8084109
52.0819029,34.7049174,31.3038977,15.3186457,7.7069051,31.4947337,4.2159171
51.9433803,32.8628233,35.2430015,16.7092086,10.3899214,31.1710832,3.5395298
49.8951784,35.164359,35.2100851,18.1407287,11.9733899,28.7594868,5.9351169
50.6989345,35.0405903,32.5618386,16.3321683,6.2593137,32.8773137,7.976269
47.8813233,34.5731903,33.850572,16.4242581,9.6627811,26.442166,6.2652146
47.559454,27.8124547,30.8173805,13.7881611,8.5849362,28.4306883,6.6768395
47.4075936,28.9250171,28.588764,12.2489858,7.1695074,32.4038906,5.8471827
50.7517426,30.4322209,33.6860269,15.6872265,11.0381403,29.0368286,5.1853696
47.4243476,29.5811611,32.4786215,15.4085268,8.6765901,35.1130881,9.3375952
52.1383814,27.8281313,29.6745032,14.9664022,9.8898876,37.4047785,6.6300117
